meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,49.45,31/07/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,1,1,1003,Tokyo,JPN
18th FINA World Championships 2019,49.50,26/07/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,2,2,1019,Gwangju,KOR
18th FINA World Championships 2019,49.66,27/07/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,3,3,1009,Gwangju,KOR
Olympic Games Tokyo 2020,49.68,31/07/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,4,4,989,Tokyo,JPN
Olympic Games Tokyo 2020,49.71,30/07/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,5,5,987,Tokyo,JPN
US Olympic Team Trials - Wave II,49.76,18/06/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,6,6,984,Omaha,USA
13th FINA World Championships 2009,49.82,01/08/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,7,7,,Rome,ITA
17th FINA World Championships 2017,49.86,29/07/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,8,8,997,Budapest,HUN
US Olympic Team Trials - Wave II,49.87,19/06/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,9,9,977,Omaha,USA
13th FINA World Championships 2009,49.95,01/08/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,10,10,,Rome,ITA
Phillips 66 International Team Trials 2022,50.01,28/04/2022,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,11,11,966,Greensboro,USA
13th FINA World Championships 2009,50.01,31/07/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,11,12,,Rome,ITA
17th FINA World Championships 2017,50.07,28/07/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,13,13,985,Budapest,HUN
17th FINA World Championships 2017,50.08,28/07/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,14,14,984,Budapest,HUN
World Aquatics Championships - Fukuoka 2023,50.14,29/07/2023,Men 100 Butterfly LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,15,15,959,Fukuoka,JPN
19th FINA World Championships Budapest 2022,50.14,24/06/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,15,16,959,Budapest,HUN
19th FINA World Championships Budapest 2022,50.14,23/06/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,15,17,959,Budapest,HUN
US Olympic Team Trials - Wave II,50.17,18/06/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,18,18,960,Omaha,USA
European Championships 2021,50.18,23/05/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,19,19,959,Budapest,HUN
Phillips 66 International Team Trials 2022,50.20,28/04/2022,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,20,20,955,Greensboro,USA
US National Championships (50m),50.22,09/07/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,21,21,,Indianapolis,USA
18th FINA World Championships 2019,50.28,26/07/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,22,22,972,Gwangju,KOR
Olympic Games Tokyo 2020,50.31,30/07/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,23,23,952,Tokyo,JPN
European Championships 2022,50.33,14/08/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,24,24,948,Rome,ITA
World Aquatics Championships - Fukuoka 2023,50.34,29/07/2023,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,25,25,947,Fukuoka,JPN
Bell Canadian Swimming Trials 2023,50.36,29/03/2023,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,26,26,946,Toronto,CAN
Mission Viejo Swim Meet of Champions,50.36,23/06/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,26,27,968,Mission Viejo,USA
Olympic Games Tokyo 2020,50.39,29/07/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,28,28,947,Tokyo,JPN
Olympic Games Rio 2016,50.39,12/08/2016,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,28,29,966,Rio de Janeiro,BRA
Phillips 66 National Championships (50m) 2022,50.40,28/07/2022,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,25/12/1999,,,30,30,944,Irvine,USA
11th FINA World Championships 2005,50.40,30/07/2005,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,30,31,,Montreal,CAN
13th FINA World Championships 2009,50.41,01/08/2009,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,32,32,,Rome,ITA
Hancock Prospecting Australian Swimming Trials 2021,50.45,17/06/2021,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,20/06/1999,,,33,33,944,Adelaide,AUS
US National Championships (50m),50.45,08/08/2015,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,33,34,963,San Antonio,USA
World Aquatics Championships - Fukuoka 2023,50.46,29/07/2023,Men 100 Butterfly LCM Male,USA,United States of America,"ROSE, Dare",M,01/11/2002,,,35,35,941,Fukuoka,JPN
Hungarian National Championships (50m),50.47,27/03/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,36,36,943,Budapest,HUN
13th FINA World Championships 2009,50.48,31/07/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,37,37,,Rome,ITA
US National Championships (50m),50.50,27/07/2018,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,38,38,960,Irvine,USA
World Aquatics Championships - Fukuoka 2023,50.53,28/07/2023,Men 100 Butterfly LCM Male,USA,United States of America,"ROSE, Dare",M,01/11/2002,,,39,39,937,Fukuoka,JPN
16th FINA World Championships 2015,50.56,08/08/2015,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,40,40,956,Kazan,RUS
13th FINA World Championships 2009,50.56,31/07/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,40,41,,Rome,ITA
Olympic Games Beijing 2008,50.58,16/08/2008,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,42,42,1026,Beijing,CHN
13th FINA World Championships 2009,50.59,31/07/2009,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,43,43,,Rome,ITA
Olympic Games Beijing 2008,50.59,16/08/2008,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,43,44,1026,Beijing,CHN
French Elite Championships,50.61,16/06/2023,Men 100 Butterfly LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,45,45,932,Rennes,FRA
World Aquatics Championships - Fukuoka 2023,50.62,28/07/2023,Men 100 Butterfly LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,46,46,932,Fukuoka,JPN
Olympic Games Tokyo 2020,50.62,29/07/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,46,47,935,Tokyo,JPN
European Championships 2021,50.62,22/05/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,46,48,935,Budapest,HUN
17th FINA World Championships 2017,50.62,29/07/2017,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,46,49,953,Budapest,HUN
European Championships 2021,50.64,22/05/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,50,50,933,Budapest,HUN
European Championships 2018,50.64,09/08/2018,Men 100 Butterfly LCM Male,ITA,Italy,"CODIA, Piero",M,22/10/1989,,,50,51,952,Glasgow,GBR
21st Commonwealth Games 2018,50.65,09/04/2018,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,52,52,951,Gold Coast,AUS
13th FINA World Championships 2009,50.65,31/07/2009,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,25/09/1986,,,52,53,,Rome,ITA
17th FINA World Championships 2017,50.67,28/07/2017,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,26/11/1995,,,54,54,950,Budapest,HUN
19th FINA World Championships Budapest 2022,50.68,23/06/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,55,55,928,Budapest,HUN
Philipps 66 USA National Championships (50m),50.68,02/08/2019,Men 100 Butterfly LCM Male,USA,United States of America,"ROONEY, Maxime",M,16/04/1998,,,55,56,949,Palo Alto,USA
14th FINA World Championships 2011,50.71,30/07/2011,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,57,57,948,Shanghai,CHN
Phillips 66 National Championships (50m),50.74,29/06/2023,Men 100 Butterfly LCM Male,USA,United States of America,"ROSE, Dare",M,01/11/2002,,,58,58,925,Indianapolis,USA
Olympic Games Tokyo 2020,50.74,31/07/2021,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,01/06/2001,,,58,59,928,Tokyo,JPN
World Aquatics Championships - Fukuoka 2023,50.75,28/07/2023,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,60,60,925,Fukuoka,JPN
13th Pan Pacific Championships 2018,50.75,11/08/2018,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,60,61,946,Tokyo,JPN
World Aquatics Championships - Fukuoka 2023,50.76,28/07/2023,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,20/06/1999,,,62,62,924,Fukuoka,JPN
Olympic Games Tokyo 2020,50.76,30/07/2021,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,01/06/2001,,,62,63,927,Tokyo,JPN
Olympic Games Beijing 2008,50.76,14/08/2008,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,62,64,1016,Beijing,CHN
USA Olympic Trials 2004,50.76,13/07/2004,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,62,65,,Long Beach,USA
17th FINA World Championships 2017,50.77,28/07/2017,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,66,66,944,Budapest,HUN
12th FINA World Championships 2007,50.77,31/03/2007,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,66,67,,Melbourne,AUS
World Aquatics Championships - Fukuoka 2023,50.78,28/07/2023,Men 100 Butterfly LCM Male,NED,Netherlands,"KORSTANJE, Nyls",M,05/02/1999,,,68,68,923,Fukuoka,JPN
Bell Canadian Swimming Trials 2023,50.78,29/03/2023,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,68,69,923,Toronto,CAN
17th FINA World Championships 2017,50.78,28/07/2017,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,68,70,944,Budapest,HUN
13th FINA World Championships 2009,50.78,31/07/2009,Men 100 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,28/11/1986,,,68,71,,Rome,ITA
13th FINA World Championships 2009,50.79,01/08/2009,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,25/09/1986,,,72,72,,Rome,ITA
Hungarian National Championships (50m),50.80,22/04/2023,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,73,73,922,Kaposvar,HUN
TYR Pro Swim Series Fort Lauderdale 2023,50.80,04/03/2023,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,25/12/1999,,,73,74,922,Fort Lauderdale,USA
TYR Pro Swim Series Indianapolis 2021,50.80,14/05/2021,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,73,75,925,Indianapolis,USA
World Aquatics Championships - Fukuoka 2023,50.81,29/07/2023,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,20/06/1999,,,76,76,921,Fukuoka,JPN
19th FINA World Championships Budapest 2022,50.81,23/06/2022,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,13/12/1996,,,76,77,921,Budapest,HUN
12th FINA World Championships 2007,50.82,31/03/2007,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,78,78,,Melbourne,AUS
18th FINA World Championships 2019,50.83,27/07/2019,Men 100 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,79,79,941,Gwangju,KOR
17th FINA World Championships 2017,50.83,29/07/2017,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,79,80,941,Budapest,HUN
17th FINA World Championships 2017,50.83,29/07/2017,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,26/11/1995,,,79,81,941,Budapest,HUN
Olympic Games Rio 2016,50.83,11/08/2016,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,79,82,941,Rio de Janeiro,BRA
French National Championships (50m),50.85,21/04/2019,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,83,83,940,Rennes,FRA
13th FINA World Championships 2009,50.85,01/08/2009,Men 100 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,22/05/1987,,,83,84,,Rome,ITA
Duel in the Pool 2022,50.86,20/08/2022,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,25/12/1999,,,85,85,919,Sydney,AUS
Japan Selection Trial for 19th FINA World Championships 2022,50.86,05/03/2022,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,13/12/1996,,,85,86,919,Tokyo,JPN
European Championships 2016,50.86,21/05/2016,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,85,87,939,London,GBR
Olympic Games London 2012,50.86,02/08/2012,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,85,88,939,London,GBR
11th Pan Pacific Championships 2010,50.86,20/08/2010,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,85,89,939,Irvine,USA
Phillips 66 National Championships (50m),50.87,29/06/2023,Men 100 Butterfly LCM Male,USA,United States of America,"ROSE, Dare",M,01/11/2002,,,90,90,918,Indianapolis,USA
European Championships 2022,50.87,14/08/2022,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,01/06/2001,,,90,91,918,Rome,ITA
National French Championships (50m),50.87,20/06/2021,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,17/07/1992,,,90,92,921,Chartres,FRA
US National Championships (50m),50.87,29/06/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,90,93,939,Indianapolis,USA
16th FINA World Championships 2015,50.87,08/08/2015,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,90,94,939,Kazan,RUS
Olympic Games Beijing 2008,50.87,14/08/2008,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,90,95,1009,Beijing,CHN
Russian National Championships (50m),50.88,18/04/2023,Men 100 Butterfly LCM Male,RUS,Russian Federation,"ZHIKHAREV, Petr",M,09/10/1999,,,96,96,918,Kazan,RUS
Phillips 66 International Team Trials 2022,50.88,28/04/2022,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,96,97,918,Greensboro,USA
Canadian Swimming Trials 2022,50.88,06/04/2022,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,96,98,918,Victoria,CAN
Olympic Games Tokyo 2020,50.88,31/07/2021,Men 100 Butterfly LCM Male,ROC,ROC,"MINAKOV, Andrei",M,17/03/2002,,,96,99,920,Tokyo,JPN
